InvoiceNo;StockCode;Description;Quantity;InvoiceDate;UnitPrice;CustomerID;Country
540550;21880;RED RETROSPOT TAPE;12;10/01/2011 9:11;0.65;12539;Spain
540550;22472;TV DINNER TRAY DOLLY GIRL;3;10/01/2011 9:11;4.95;12539;Spain
540550;22476;EMPIRE UNION JACK TV DINNER TRAY;3;10/01/2011 9:11;4.95;12539;Spain
540550;22312;OFFICE MUG WARMER POLKADOT;6;10/01/2011 9:11;2.95;12539;Spain
540550;22139;RETROSPOT TEA SET CERAMIC 11 PC ;3;10/01/2011 9:11;4.95;12539;Spain
540550;22423;REGENCY CAKESTAND 3 TIER;14;10/01/2011 9:11;12.75;12539;Spain
540785;84997B;RED 3 PIECE RETROSPOT CUTLERY SET;144;11/01/2011 11:39;3.39;12557;Spain
540785;84997D;PINK 3 PIECE POLKADOT CUTLERY SET;360;11/01/2011 11:39;3.39;12557;Spain
540785;84997C;BLUE 3 PIECE POLKADOT CUTLERY SET;360;11/01/2011 11:39;3.39;12557;Spain
540785;84997A;GREEN 3 PIECE POLKADOT CUTLERY SET;144;11/01/2011 11:39;3.39;12557;Spain
540801;22077;6 RIBBONS RUSTIC CHARM;24;11/01/2011 12:25;1.65;12540;Spain
540801;22082;RIBBON REEL STRIPES DESIGN ;10;11/01/2011 12:25;1.65;12540;Spain
540801;22078;RIBBON REEL LACE DESIGN ;10;11/01/2011 12:25;2.1;12540;Spain
540801;85049G;CHOCOLATE BOX RIBBONS ;12;11/01/2011 12:25;1.25;12540;Spain
